title,rating,detail,level
Python 3 Data Processing with Pandas and Plotly,4.4,"Learn NumPy, Matplotlib, Jupyter, Pandas, Plotly, and SciPy in a single course | By Ashwin Pajankar • 50,000+ Students Worldwide",Intermediate
R Programming Masterclass for Data Science and Data Analysis,4.6,"R Programming for Data Science & Data Analysis, Basic to Advanced in R, Data Visualization with GGplot2 and dplyr, tidyr | By Vijay Gadhave",All Levels
"Random Forest, Adaboost & Decision Trees in Machine Learning",4.3,"Learn Machine Learning on Random Forest, Adaboost, Decision Trees | By Teach Apex",All Levels
Semantic Search engine using Sentence BERT,2.0,Learn how to use Sentence BERT to find similar news headlines | By Evergreen Technologies,Beginner
Building real world books recommendation engine with Python,5.0,Using item based collaborative filtering to find similar books | By Evergreen Technologies,Beginner
Practical Deep Learning & Artificial Neural Nets with Python,4.9,Apply Deep Learning concepts with Python to solve challenging tasks: Detect smiles in your camera app using Neural Nets | By Packt Publishing,Intermediate
Use Machine Learning to Make Apps and AI to Detect Fraud,4.1,"Build 5 massive projects! ​​Build neuron functions, convolutional layers and Android apps with Python and TensorFlow | By Mammoth Interactive",All Levels
A Practical Guide to Alteryx for Data Science & Analytics,4.2,Step by Step Guide to Alteryx Workflow Automation for Business Analytics with Data Science & Analysis | By Jeff Lo,Beginner
Statistical Data Analysis Using R,4.3,"Learn Descriptive and Inferential Statistics, Data Visualization, Hypothesis Testing and Probability Distribution | By Syed Mohiuddin",Beginner
Machine Learning for Absolute Beginners - Level 1,4.1,Learn the Fundamental Concepts of Artificial Intelligence and Machine Learning as the Next Game-Changing Technology | By Idan Gabrieli,Beginner
Deep Learning Project Building with Python and Keras,4.4,"Learn to make Android Keras image recognition models! This epic course covers Android Studio, Java, TensorFlow and more | By Mammoth Interactive",All Levels
"AI, Basic Statistics, Basic Python, Basic R, ML (Overview)",3.7,Learn AI world from AI professional | By Shiv Onkar Deepak Kumar,Beginner
Learn Artificial Intelligence Fundamentals,3.8,Join the new smart club | Understand the fundamentals | Learn about the Industry Situation and Opportunities | By Mahadi Hasan Meem,Beginner
neural networks transfer learning and sentiment prediction,4.2,How to use transfer learning in keras for beginners. Neural networks for sentiment prediction | By Dan We,Beginner
Pro data science in Python,4.1,"Learn Keras, Deep Learning, Scikit-learn, Pandas and Statsmodels | By Francisco Juretig",Intermediate
Statistical Modeling for Data science,4.2,Become a master of Core Stats For A Data Science Career. Master Statistical modeling and Many More | By TechNet Consultancy,All Levels
"Machine Learning (ML) Bootcamp: Python, TensorFlow, Colab,..",4.0,"Master the 3 M's of ML: Maths, Methods and Machine | By Samuel Reischl",All Levels
Choosing the Right Machine Learning Algorithm,3.8,"Overview of different machine learning algorithms, their pros & cons, and use cases where different algorithms fit | By TechTales Inc.",Beginner
Learning Path: Python: Machine and Deep Learning with Python,3.9,Use the power of Python to explore the future of data science and uncover the hidden layers of data! | By Packt Publishing,Expert
Cybersecurity with Data Science: Implementation,2.8,Case Studies of Cybersecurity with Machine Learning using Python | By Amine Mehablia,Intermediate
Programming Statistical Applications in R,4.1,"An introductory course that teaches the foundations of scientific and statistical programming using R software. | By Geoffrey Hubona, Ph.D.",All Levels
U&P AI - Basics of NLP using NLTK,4.6,U & P AI Specialization:understand concepts of NLP with Creating Real stuff Using Python in a short way! | By Abdulhadi Darwish,Beginner
Data Science & Machine Learning For Non Technical Executives,3.9,"Disclaimer : No Coding course, No Python. Machine Learning and Data Science for absolute beginner | By Ankit Mistry",Intermediate
Artificial Intelligence for Pragmatic Business Solutions,0.0,Bring AI into your life with real-world projects in Python: Smart business innovations and solutions with AI! | By Packt Publishing,Beginner
Progressive Deep Learning with Keras in Practice,4.8,Deep learning with one of its most popular frameworks: Keras: Build cutting-edge Deep Learning models with ease! | By Packt Publishing,Intermediate
Beginning with Machine Learning & Data Science in Python,4.3,"Fundamentals of Data Science : Exploratory Data Analysis (EDA), Regression (Linear & logistic), Visualization, Basic ML | By UNP United Network of Professionals",Beginner
R: Complete Machine Learning Solutions,4.3,Use over 100 solutions to analyze data and build predictive models | By Packt Publishing,Expert
Artificial Intelligence for beginners: Neural Networks,3.8,Neural Networks: Learn the basics of artificial intelligence & master the core concepts. Learn artificial intelligence | By Hayley - Creative Mind Ch,All Levels
The Complete Unity® Masterclass: Build 2D & 3D AI Games,4.3,"Build 3 complete games in Unity with C# and Blender! Learn artificial intelligence, pathfinding and mobile development. | By Mammoth Interactive",All Levels
neural networks for autoencoders and recommender systems,4.6,How to build autoencoders and recommender systems with neural networks. Machine learning hands on data science class | By Dan We,Beginner
Hands-on Reinforcement Learning with PyTorch,0.0,Dive into advanced deep reinforcement learning algorithms using PyTorch 1.x | By Packt Publishing,Beginner
Python for Computer Vision: Object (Traffic Sign) Detection,4.0,Learn how to develop an object detection application | By Ibrahim Delibasoglu,All Levels
Machine Learning and Deep Learning with JavaScript,4.2,Learn Machine Learning and Deep Learning from scratch using JavaScript and Tensorflow.js with hands-on projects | By Packt Publishing,Beginner
Statistics & Data Analysis: Linear Regression Models in SPSS,4.2,"Beginner and Intermediate Data Analytic Methods for Testing Main Effects & Interactions with SPSS and the PROCESS Macro | By Andrew Luttrell, Ph.D.",Beginner
Artificial Intelligence - Getting started with AI and ML,4.0,"Last course you need in Artificial Intelligence & Machine Learning. Go from ""Hello World"" to complete projects of ML. | By Aalekh Rai",Beginner
Computer Vision & Deep Learning in Python: Novice to Expert,4.0,For all those who are interested in becoming experts in Deep Learning and Computer Vision using Python | By Abhilash Nelson,All Levels
Data Science on R By OrangeTree Global,3.4,"A clear understanding about the data science theory, techniques and its application in RStudio platform | By OrangeTree Global",Intermediate
Machine Learning & Training Neural Network in MATLAB,3.8,Machine Learning | Learn concepts of Machine Learning and how to train a Neural Network in MATLAB on Iris data-set. | By Sarthak Mishra,Beginner
Python Machine Learning Projects,3.5,Get up-and-running via Machine Learning with Python's insightful projects | By Packt Publishing,Beginner
Deep Learning with PyTorch,3.8,Build useful and effective deep learning models with the PyTorch Deep Learning framework | By Packt Publishing,Intermediate
Deep Learning: CNNs for Visual Recognition,3.4,"Learn Convolutional Neural Networks for Visual Recognition and the building blocks and methods associated with them. | By Skillbox, LLC",All Levels
Natural Language Processing - Basic to Advance using Python,3.4,Learn NLP Basic to Advance (using ML & DL) in Python. Become NLP professional by learning from NLP professional | By Shiv Onkar Deepak Kumar,All Levels
TensorFlow.js in 3 Hours,3.4,"Classify text, audio, and images and train your own models in your browser using Tensorflow.js | By Packt Publishing",Beginner
Forecasting Models with R,3.0,Learn main forecasting models from basic to expert level through a practical course with R statistical software. | By Diego Fernandez,All Levels
Artificial Intelligence Masterclass (with no coding),4.0,"Learn about AI technology, design, ethics and governance and be ready to lead an AI product or business | By Dave Edwards",All Levels
Statistical Averages : Course in Statistics for Data Science,5.0,"Learn concept of Mean, Variance, Skewness, Kurtosis useful for Machine Learning, Neural Network and Business Analysis | By Shilank Singh",All Levels
Keras: Deep Learning in Python,3.7,Build complex deep learning algorithms easily in Python | By Francisco Juretig,All Levels
"Mastering Machine Learning with Create ML, Swift, iOS 12",4.5,"Build custom machine learning models and classifiers using CreateML, CoreML, Swift, iOS 12 to build intelligent iOS apps | By DevTechie Interactive",All Levels
SQL for Data Analysis: Core Data Scientist’s Skills,4.0,Learn everything you need to know about SQL and Microsoft SQL Server for successful data science work | By Scandinavian Institute of Business Analytics,Intermediate
LEARNING PATH: TensorFlow: Computer Vision with TensorFlow,4.0,Learn image processing and neural networks with Tensorflow from scratch | By Packt Publishing,Expert
CNN for Computer Vision with Keras and TensorFlow in R,0.0,Deep Learning models based on Convolutional Neural Networks (CNN) for Image recognition using Keras and Tensorflow in R | By Start-Tech Academy,All Levels
Telecom Customer Churn Prediction in Apache Spark (ML),3.7,Learn Apache Spark machine learning by creating a Telecom customer churn prediction project using Databricks Notebook | By Bigdata Engineer,All Levels
Real data science problems with Python,4.1,Practice machine learning and data science with real problems | By Francisco Juretig,Intermediate
Hands-On Fundamentals of Data Science with Go,3.2,Get useful insights out of your data using Go - the next-gen language for AI | By Packt Publishing,Intermediate
Apache Spark Project Predicting Customer Response in Banking,4.2,Predicting Customer Response to Bank Direct Telemarketing Campaign Project in Apache Spark Project (ML) [Databricks] | By Bigdata Engineer,All Levels
Supervised Machine Learning for beginners,4.6,"kick start your machine learning journey with supervised learning for beginners, python, jupyter and scikit-learn! | By Ro Science",Beginner
A Complete book on Artificial Intelligence (AI).,4.6,"The science & engineering of making intelligent machines, especially intelligent computer programs.Can a machine think ? | By Sindhu Viswanathan",All Levels
AWS Sagemaker 2018- Fully Managed Machine Learning Service,3.0,"Through this Course, data scientists and developers can quickly & easily build and train machine learning models &deploy | By Indira Programmer",All Levels
