title,rating,level,link,detail
Apache Spark 2.0 + Java : DO Big Data Analytics & ML,3.7,Beginner,https://www.udemy.com/course/apache-spark-20-java-do-big-data-analytics-ml/,"Project Based, Hands-on Practices, Spark SQL, Spark Streaming, Java Setup and building real world applications | By V2 Maestros, LLC"
Data Science and Machine Learning Masterclass with R,4.2,All Levels,https://www.udemy.com/course/business-analytics-with-r/,"Data Science by IITan - Data Science :Data Manipulation , Data Science Data Visualization, Data Science : Data Analytics | By Up Degree"
Machine Learning using R and Python,4.5,All Levels,https://www.udemy.com/course/machine-learning-using-r-and-python/,Machine Learning using R Programming and Python Programming | By DATAhill Solutions Srinivas Reddy
Troubleshooting Python Deep Learning,0.0,Intermediate,https://www.udemy.com/course/troubleshooting-python-deep-learning/,"Practical solutions to your problems while building Deep Learning models using CNN, LSTM, scikit-learn, and NumPy | By Packt Publishing"
Apache Spark Data Analytics Best Practices & Troubleshooting,5.0,Beginner,https://www.udemy.com/course/apache-spark-data-analytics-best-practices-troubleshooting/,Perform analytics on real-time data by discovering techniques to test and parallelize Spark jobs & solve common problems | By Packt Publishing
Hands-on TensorFlow Lite for Intelligent Mobile Apps,3.4,Intermediate,https://www.udemy.com/course/hands-on-tensorflow-lite-for-intelligent-mobile-apps/,Apply Machine Learning models in real-time in mobile devices with the new and powerful TensorFlow Lite | By Packt Publishing
Data Scientist Interview Questions,3.1,125 questions,https://www.udemy.com/course/data-scientist-interview-questions/,Practice what you get asked in REAL WORLD Data Scientist / Machine Learning Interview Question. | By Gaurav Chauhan
Advanced Forecasting Models with R,3.4,Expert,https://www.udemy.com/course/advanced-forecasting-models-with-r/,Learn main advanced forecasting models concepts from proficient to expert level through a practical course with R. | By Diego Fernandez
Practical Deep Learning: Image Search engine,4.0,Intermediate,https://www.udemy.com/course/practical-deep-learning-image-search-engine/,Apply your Deep Learning skills and create your own end-to-end Image Search engine! | By Luka Anicin
Linear Correlation and Regression Analysis |STATISTICS|,3.5,All Levels,https://www.udemy.com/course/linear-correlation-and-regression-analysis-statistics/,Course in Statistics with Worked Examples | By Shilank Singh
Cluster Analysis- Theory & workout using SAS and R,3.6,All Levels,https://www.udemy.com/course/cluster-analysis-motivation-theory-practical-application/,"Unsupervised Machine Learning : Hierarchical & non hierarchical clustering (k-means), theory & SAS / R program | By Gopal Prasad Malakar"
Machine Learning using Python : Learn Hands-On,4.2,All Levels,https://www.udemy.com/course/hands-on-machine-learning-using-python/,"Naive Bayes Classifier, Decision tree, PCA, kNN classifier, linear regression, logistic regression,SVM classifier | By Hands-On Skill"
Learning Path: Python: Predictive Analysis with Python,3.8,Intermediate,https://www.udemy.com/course/learning-path-python-predictive-analysis-with-python/,"Manipulate, analyze, and visualize your data with powerful Python libraries - Pandas and scikit-learn | By Packt Publishing"
Learning Path: Python: Predictive Analysis with Python,3.8,Intermediate,https://www.udemy.com/course/learning-path-python-predictive-analysis-with-python/,"Manipulate, analyze, and visualize your data with powerful Python libraries - Pandas and scikit-learn | By Packt Publishing"
Machine Learning and Statistical Modeling with R Examples,4.0,Intermediate,https://www.udemy.com/course/machine-learning-and-statistical-modeling-with-r/,"Learn how to use machine learning algorithms and statistical modeling for clustering, decision trees, etc by using R | By R-Tutorials Training"
Federated Learning with TensorFlow,3.0,Beginner,https://www.udemy.com/course/federated-learning-with-tensorflow/,Get up and running with TensorFlow Federated on your own mobile device | By Packt Publishing
Natural Language Processing (NLP) with NLTK and Scikit-learn,4.0,Beginner,https://www.udemy.com/course/natural-language-processing-nlp-with-nltk-and-scikit-learn/,Learn to build expert NLP applications and machine learning projects using NLTK and Python library- scikit-learn | By Packt Publishing
Machine Learning with AWS,3.8,All Levels,https://www.udemy.com/course/machine-leaning-with-aws/,Sagemaker|Comprehend|DeepLens|Lex|Polly|Transcribe|Translate|Celebrity recognition|ObjectAndSceneDetection|TextInImage | By Pranjal Srivastava
"Machine Learning Basics: Logistic Regression, LDA & KNN in R",4.1,All Levels,https://www.udemy.com/course/machine-learning-basics-classification-models-in-r/,"Learn logistic regression in R studio. Logistic Regression , Discriminant Analysis & KNN machine learning models in R | By Start-Tech Academy"
Machine Learning with Jupyter Notebooks in Amazon AWS,2.7,Beginner,https://www.udemy.com/course/machine-learning-with-jupyter-notebooks-in-amazon-aws/,"A comprehensive look into Machine Learning using Dynamic Programming, Python and SageMaker service offered by Amazon AWS | By Qasim Shah"
Predictive Analytics with TensorFlow,3.8,Beginner,https://www.udemy.com/course/predictive-analytics-with-tensorflow/,Accomplish the power of data in your business by building advanced predictive modelling applications with Tensorflow. | By Packt Publishing
"Machine Learning: Logistic Regression, LDA & K-NN in Python",4.2,All Levels,https://www.udemy.com/course/machine-learning-basics-classification-models-in-python/,"Logistic regression in Python. Machine learning models such as Logistic Regression, Discriminant Analysis &KNN in Python | By Start-Tech Academy"
Artificial Intelligence: Genetic Machine Learning Algorithms,3.9,All Levels,https://www.udemy.com/course/genetical-algorithms-vp/,Learn AI based Genetic Algorithms in Machine Learning from theory to hands-on experience by developing 2 apps and game | By Vinay Phadnis
Building Natural Language Applications with TensorFlow,4.5,Intermediate,https://www.udemy.com/course/building-natural-language-applications-with-tensorflow/,Build and interact with your intelligent chatbot with NLP! | By Packt Publishing
Interactive Chatbots with TensorFlow,3.5,Intermediate,https://www.udemy.com/course/interactive-chatbots-with-tensorflow/,Build chatbots of the future. Create sophisticated conversational agents using NLP and TensorFlow | By Packt Publishing
Intelligent Mobile Application Development with TensorFlow,3.7,All Levels,https://www.udemy.com/course/intelligent-mobile-application-development-with-tensorflow/,A practical guide to using TensorFlow and creating efficient Deep Learning models for your mobile apps | By Packt Publishing
Ultimate Neural Nets and Deep Learning Masterclass in Python,3.8,Beginner,https://www.udemy.com/course/neural-nets/,The best way to learn machine learning and AI using python: simply and fully explained concepts with practical exercises | By John Harper
Natural Language Processing Fundamentals,3.9,Beginner,https://www.udemy.com/course/natural-language-processing-fundamentals/,Use Python and NLTK (Natural Language Toolkit) to build your own text classifiers and solve common NLP problems. | By Packt Publishing
Beginning Machine Learning with AWS,3.1,Beginner,https://www.udemy.com/course/beginning-machine-learning-with-aws/,Explore the power of cloud services for your machine learning and artificial intelligence projects | By Packt Publishing
Machine Learning Made Easy : Beginner to Expert using Python,4.5,All Levels,https://www.udemy.com/course/machine-learning-made-easy-beginner-to-expert-using-python/,"Learn Machine Learning Algorithms using Python from experts with hands on examples, practice sessions and projects. | By Statinfer Solutions"
AI Academy #4: Learn Bio Inspired Optimization Methods A-Z,3.2,All Levels,https://www.udemy.com/course/ai-academy-4-learn-bio-inspired-optimization-methods-a-z/,Learn Bio Inspired Optimization Methods like Genetic Algorithm and Particle Swarm Optimization. SourceCodes Included | By Sobhan N.
Machine Learning in iOS Using Swift,4.3,Intermediate,https://www.udemy.com/course/mastering-core-ml-for-ios/,Build Amazing Machine Learnings iOS Apps | By Mohammad Azam
Real-World Python Deep Learning Projects,3.9,4 total hours,https://www.udemy.com/course/real-world-python-deep-learning-projects/,Intermediate
Artificial intelligence in Game development- Tic Tac Toe AI,4.0,All Levels,https://www.udemy.com/course/artificial-intelligence-javascript-create-tic-tac-toe-ai/,"Artificial intelligence & Javascript 2D Game Development - MinMax algorithm - ""Computer vs You"" Tic Tac Toe AI game | By DigiFisk (Programming is fun)"
Modern Deep Convolutional Neural Networks with PyTorch,4.1,Intermediate,https://www.udemy.com/course/modern-deep-convolutional-neural-networks/,Image Recognition with Convolutional Neural Networks. Advanced techniques for Deep Learning and Representation learning | By Denis Volkhonskiy
Complete DataScience with Python and Tensorflow,3.7,All Levels,https://www.udemy.com/course/complete-datascience-with-python-and-tensorflow/,"Learn about machine learning, deep learning, text analytics using python and tensorflow | By Nishant Srivastava"
"Decision Tree - Theory, Application and Modeling using R",4.2,All Levels,https://www.udemy.com/course/decision-tree-theory-application-and-modeling-using-r/,Analytics/ Supervised Machine Learning/ Data Science (applied statistics): CHAID / CART / GINI/ ID3/ Random Forest etc. | By Gopal Prasad Malakar
Coaching Course: 0 to 1: Spark for Data Science with Python,5.0,All Levels,https://www.udemy.com/course/coaching-course-0-to-1-spark-for-data-science-with-python/,A Blended Learning Course | By DioPACT Learning
Statistics for Data science,4.4,Beginner,https://www.udemy.com/course/datascience-statistics/,This course teaches Data Science with Maths statistics from basic to advanced level. | By Shivprasad Koirala
Complete Guide to Careers in Data Science - Interview Hacks,4.1,Beginner,https://www.udemy.com/course/complete-guide-to-crack-a-data-science-interview/,An Amazing Interview Preparation guide that includes questions & answers for people with NO experience in Data Science | By Nizamuddin Siddiqui
Advanced Predictive Techniques with Scikit-Learn& TensorFlow,4.2,Intermediate,https://www.udemy.com/course/advanced-predictive-techniques-with-scikit-learn-tensorflow/,"Improve the performance predictive models, build more complex models and use techniques to improve quality of your predi | By Packt Publishing"
VSD - Machine Intelligence in EDA/CAD,3.5,Beginner,https://www.udemy.com/course/vsd-machine-intelligence-in-eda-cad/,Listen from CEO/architect himself on Machine learning | By Kunal Ghosh
